Date,Created timezone,Profile name,Profile URL,Profile followers,Profile ID,Post detail URL,Mentioned profiles ID,Collaborators,Content ID,Platform,Content type,Media type,Origin of the content,Title,Description,Author URL,Author ID,Author name,Content,Link URL,View on platform,Organic interactions,Total interactions,Organic interactions per 1000 followers,Interactions per 1000 followers,Grade,Last grade,Sentiment,Positive comments,Positive comments (%),Negative comments,Negative comments (%),Neutral comments,Neutral comments (%),Total reactions,Organic likes,Total comments,Save rate,Organic comments,Total shares,Deleted,Hidden,Spam,Unpublished,Saves,Engagements,Promoted post detection,Reactions - like,Reactions - love,Reactions - haha,Reactions - wow,Reactions - sad,Reactions - angry,Shared,Crosspost,Live,Crosspostable,Total reach,Paid reach,Organic reach,Total impressions,Paid impressions,Organic impressions,Impressions engagement rate,Reach engagement rate,Engaged users,Negative feedback,Lifetime post stories,Total likes,Total story likes,Total story comments,Total story shares,Post consumers,Post clicks,Photo views,Link clicks,Other clicks,Media views,Video play,Insights reactions - like,Insights reactions - love,Insights reactions - haha,Insights reactions - wow,Insights reactions - sad,Insights reactions - angry,Insights reactions,Video length (sec),Video view count,Total video view time (sec),Recorded,Views - auto-played,Views - click to play,Views - organic,Views - paid,Views - unique,Initial video views,10-second views,10-second views - auto-played,10-second views - click to play,10-second views - organic,10-second views - paid,10-second views - unique,30-second views,30-second views - auto-played,30-second views - click to play,30-second views - organic,30-second views - paid,30-second views - unique,Completed video views,Average completion (%),Average time watched (sec),Exits,Taps back,Taps forward,Completion rate,Labels,Label groups,Media tags,Insights video view count,Insights comments,Insights like count,Insights dislike count,Insights share count,Engagements - YouTube insights,Insights subscribers lost,Insights subscribers gained,Insights view time,Swipe up,Swipe down,Screenshots,Media view time,Avg. Video Views per Video
03/03/2026,UTC +04:00,The National,https://www.facebook.com/TheNationalNews,2263712,148788988477345,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjE0ODc4ODk4ODQ3NzM0NV8xMzU5NDAzNjgyODgyNzE5IiwicHJvZmlsZUlkIjoiMTQ4Nzg4OTg4NDc3MzQ1IiwibmV0d29yayI6ImZhY2Vib29rIn0=/overview,,,148788988477345_1359403682882719,facebook,post,photo,Brand's content,,"Airlines in the UAE, as well as across the Middle East have suspended and rerouted flights after the US and Israel began strikes on Iran over the weekend, prompting several countries to restrict or completely close their airspace.The escalating security situation has led to cancellations, with carriers citing safety concerns and regulatory directives as they monitor developments.All Oman Air flights to and from Amman, Dubai, Bahrain, Doha, Dammam, Kuwait, Copenhagen, Baghdad and Khasab are cancelled from Wednesday until Friday.Saudia has extended the cancellation of all flights to and from eight international destinations until 11.59pm GMT on March 4.All inbound and outbound commercial flights at Kuwait International Airport (KWI) and from Hamad International Airport (DOH) in Doha are currently suspended. The national carrier of Bahrain also suspended its operations.",https://www.facebook.com/TheNationalNews,148788988477345,The National,"Airlines in the UAE, as well as across the Middle East have suspended and rerouted flights after the US and Israel began strikes on Iran over the weekend, prompting several countries to restrict or completely close their airspace.The escalating security situation has led to cancellations, with carriers citing safety concerns and regulatory directives as they monitor developments.All Oman Air flights to and from Amman, Dubai, Bahrain, Doha, Dammam, Kuwait, Copenhagen, Baghdad and Khasab are cancelled from Wednesday until Friday.Saudia has extended the cancellation of all flights to and from eight international destinations until 11.59pm GMT on March 4.All inbound and outbound commercial flights at Kuwait International Airport (KWI) and from Hamad International Airport (DOH) in Doha are currently suspended. The national carrier of Bahrain also suspended its operations.",,https://www.facebook.com/148788988477345_1359403682882719,,249,,0.109996325,B,,negative,1,14%,2,29%,4,57%,218,,8,,,23,,FALSE,FALSE,,,3382,organic,209,0,3,1,4,1,,,,,109263,0,109263,154227,0,154227,2.19%,3.10%,,,266,218,232,8,26,,3116,522,,2594,154227,,222,,3,1,5,1,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
03/03/2026,UTC +04:00,The National News,https://www.instagram.com/thenationalnews.com,658423,17841400442478033,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjE4MDY5NDYzNDcyMjM1MzUxIiwicHJvZmlsZUlkIjoiMTc4NDE0MDA0NDI0NzgwMzMiLCJuZXR3b3JrIjoiaW5zdGFncmFtIn0=/overview,,thenationalbusiness,18069463472235351,instagram,collaboration,photo,Brand's content,,,https://www.instagram.com/thenationalnews.com,17841400442478033,The National News,"Airlines in the UAE, as well as across the Middle East have suspended and rerouted flights after the US and Israel began strikes on Iran over the weekend, prompting several countries to restrict or completely close their airspace.The escalating security situation has led to cancellations, with carriers citing safety concerns and regulatory directives as they monitor developments.All Oman Air flights to and from Amman, Dubai, Bahrain, Doha, Dammam, Kuwait, Copenhagen, Baghdad and Khasab are cancelled from Wednesday until Friday.Saudia has extended the cancellation of all flights to and from eight international destinations until 11.59pm GMT on March 4.All inbound and outbound commercial flights at Kuwait International Airport (KWI) and from Hamad International Airport (DOH) in Doha are currently suspended. The national carrier of Bahrain also suspended its operations.Follow our live coverage via the link in bio.",,https://www.instagram.com/p/DVa_iEzmOtQ/,382,382,0.5801741,0.5801741,C,,,,,,,,,382,382,0,,0,252,,,,,30,668,,,,,,,,,,,,61134,,61134,106285,,106285,0.63%,1.09%,,,,382,,,,,,,,,106285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
03/03/2026,UTC +04:00,The National News,https://www.instagram.com/thenationalnews.com,,17841400442478033,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjE3ODc2MDM4NDM0NTE3NDE3IiwicHJvZmlsZUlkIjoiMTc4NDE0MDA0NDI0NzgwMzMiLCJuZXR3b3JrIjoiaW5zdGFncmFtIn0=/overview,,,17876038434517417,instagram,story,photo,Brand's content,,,https://www.instagram.com/thenationalnews.com,17841400442478033,The National News,,,,,,,,,,,,,,,,,,,2,,,15,,,,,,2,,,,,,,,,,,,39246,,39246,49953,,49953,0.00%,0.01%,,,,,,,,,,,,,49953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3532,3458,33605,18.73%,,,,,,,,,,,,,,,,,0
03/03/2026,UTC +00:00,The National News,https://www.linkedin.com/company/thenationalnews,321992,535663,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6InVybjpsaTpzaGFyZTo3NDM0NTcyNTk0NzI2NjEyOTkyIiwicHJvZmlsZUlkIjoidXJuOmxpOm9yZ2FuaXphdGlvbjo1MzU2NjMiLCJuZXR3b3JrIjoibGlua2VkaW4ifQ==/overview,,,7434572594726612992,linkedin,post,photo,Brand's content,,,https://www.linkedin.com/company/thenationalnews,535663,The National News,"The UAE will never accept any infringement on its sovereignty, said Major General Abdul Nasser Al Humaidi, spokesman for the Ministry of Defence.He told the media on Tuesday the UAE reserves the right to take necessary measures to counter any attacks and confirmed that sounds heard across parts of the country were the result of missile interceptions.It was announced that 186 ballistic missiles have been launched towards the UAE since the beginning of hostilities from Iran, with 172 destroyed, 13 falling into the sea and one landing on the UAE. A total of 802 drones were detected, of which 755 were intercepted. Eight cruise missiles were also destroyed.Major General Al Humaidi said that the armed forces remained at a high level of combat readiness and had reinforced their defensive deployments.",,https://www.linkedin.com/feed/update/urn:li:share:7434572594726612992/,,92,,0.285721384,,,no sentiment,0,0%,0,0%,2,100%,90,90,2,,2,1,,,,,,777,,,,,,,,,,,,,,,22909,,22909,3.39%,,,,,90,,,,,684,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,0
03/03/2026,UTC +04:00,The National,https://www.facebook.com/TheNationalNews,2263712,148788988477345,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjE0ODc4ODk4ODQ3NzM0NV8xMzU5NDA4NTE5NTQ4OTAyIiwicHJvZmlsZUlkIjoiMTQ4Nzg4OTg4NDc3MzQ1IiwibmV0d29yayI6ImZhY2Vib29rIn0=/overview,,,148788988477345_1359408519548902,facebook,post,photo,Brand's content,,"The UAE will never accept any infringement on its sovereignty, said Major General Abdul Nasser Al Humaidi, spokesman for the Ministry of Defence.He told the media on Tuesday the UAE reserves the right to take necessary measures to counter any attacks and confirmed that sounds heard across parts of the country were the result of missile interceptions.It was announced that 186 ballistic missiles have been launched towards the UAE since the beginning of hostilities from Iran, with 172 destroyed, 13 falling into the sea and one landing on the UAE. A total of 802 drones were detected, of which 755 were intercepted. Eight cruise missiles were also destroyed.Major General Al Humaidi said that the armed forces remained at a high level of combat readiness and had reinforced their defensive deployments.",https://www.facebook.com/TheNationalNews,148788988477345,The National,"The UAE will never accept any infringement on its sovereignty, said Major General Abdul Nasser Al Humaidi, spokesman for the Ministry of Defence.He told the media on Tuesday the UAE reserves the right to take necessary measures to counter any attacks and confirmed that sounds heard across parts of the country were the result of missile interceptions.It was announced that 186 ballistic missiles have been launched towards the UAE since the beginning of hostilities from Iran, with 172 destroyed, 13 falling into the sea and one landing on the UAE. A total of 802 drones were detected, of which 755 were intercepted. Eight cruise missiles were also destroyed.Major General Al Humaidi said that the armed forces remained at a high level of combat readiness and had reinforced their defensive deployments.",,https://www.facebook.com/148788988477345_1359408519548902,,1610,,0.711221215,A,,negative,27,33%,35,43%,20,24%,1437,,84,,,89,,FALSE,FALSE,,,12942,organic,1083,246,98,5,2,3,,,,,172055,0,172055,272207,0,272207,4.75%,7.52%,,,1722,1437,1544,84,94,,11217,1229,,9988,272207,,1162,274,101,5,2,3,1547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
03/03/2026,UTC +04:00,The National News,https://www.instagram.com/thenationalnews.com,658621,17841400442478033,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjE3ODg2ODQyNjU4NDQ1MjQ2IiwicHJvZmlsZUlkIjoiMTc4NDE0MDA0NDI0NzgwMzMiLCJuZXR3b3JrIjoiaW5zdGFncmFtIn0=/overview,,,17886842658445246,instagram,post,photo,Brand's content,,,https://www.instagram.com/thenationalnews.com,17841400442478033,The National News,"The UAE will never accept any infringement on its sovereignty, said Major General Abdul Nasser Al Humaidi, spokesman for the Ministry of Defence.He told the media on Tuesday the UAE reserves the right to take necessary measures to counter any attacks and confirmed that sounds heard across parts of the country were the result of missile interceptions.It was announced that 186 ballistic missiles have been launched towards the UAE since the beginning of hostilities from Iran, with 172 destroyed, 13 falling into the sea and one landing on the UAE. A total of 802 drones were detected, of which 755 were intercepted. Eight cruise missiles were also destroyed.Major General Al Humaidi said that the armed forces remained at a high level of combat readiness and had reinforced their defensive deployments.",,https://www.instagram.com/p/DVbAbgjGDzZ/,1825,1825,2.7709411,2.7709411,A,,strongly positive,10,77%,1,8%,2,15%,1808,1808,17,,17,141,,,,,62,2040,,,,,,,,,,,,83060,,83060,150531,,150531,1.36%,2.46%,,,,1808,,,,,,,,,150531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
03/03/2026,UTC +04:00,The National,https://twitter.com/TheNationalNews,1050895,20583993,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjIwMjg4MDcwNzQ3ODA3NjY1NTkiLCJwcm9maWxlSWQiOiIyMDU4Mzk5MyIsIm5ldHdvcmsiOiJ0d2l0dGVyIn0=/overview,20583993,,2028807074780766559,twitter,post,photo,Brand's content,,,https://twitter.com/TheNationalNews,20583993,The National,"The UAE will never accept any infringement on its sovereignty, said Major General Abdul Nasser Al Humaidi, spokesman for the Ministry of Defence.He told the media on Tuesday the UAE reserves the right to take necessary measures to counter any attacks and confirmed that sounds https://t.co/z72N6atwUY",,https://twitter.com/20583993/status/2028807074780766559,,217,,0.2064907,,,no sentiment,1,50%,0,0%,1,50%,174,,2,,,41,,,,,,671,,,,,,,,,,,,,,,17341,,17341,3.87%,,,,,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
03/03/2026,UTC +04:00,The National,https://twitter.com/TheNationalNews,1050895,20583993,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjIwMjg4MDcwNzc4NjM0ODk5NTEiLCJwcm9maWxlSWQiOiIyMDU4Mzk5MyIsIm5ldHdvcmsiOiJ0d2l0dGVyIn0=/overview,20583993,,2028807077863489951,twitter,reply,link,Brand's content,,,https://twitter.com/TheNationalNews,20583993,The National,https://t.co/fqf7nWdN1l,,https://twitter.com/20583993/status/2028807077863489951,,2,,0.0019031,,,,,,,,,,2,,0,,,0,,,,,,37,,,,,,,,,,,,,,,1382,,1382,2.68%,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
03/03/2026,UTC +04:00,The National,https://twitter.com/TheNationalNews,1050899,20583993,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjIwMjg4MDgzNDAwNTkzNDEwMzYiLCJwcm9maWxlSWQiOiIyMDU4Mzk5MyIsIm5ldHdvcmsiOiJ0d2l0dGVyIn0=/overview,20583993,,2028808340059341036,twitter,post,photo,Brand's content,,,https://twitter.com/TheNationalNews,20583993,The National,"Airlines in the UAE, as well as across the Middle East have suspended and rerouted flights after the US and Israel began strikes on Iran over the weekend, prompting several countries to restrict or completely close their airspaceFollow our live coverage: https://t.co/VZ4KoQ5vFi https://t.co/Ah1IpEr6kK",,https://twitter.com/20583993/status/2028808340059341036,,5,,0.0047578,,,,,,,,,,4,,0,,,1,,,,,,111,,,,,,,,,,,,,,,2074,,2074,5.35%,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
03/03/2026,UTC +04:00,The National,https://www.facebook.com/TheNationalNews,2263712,148788988477345,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjE0ODc4ODk4ODQ3NzM0NV8xMzU5NDEyMzMyODgxODU0IiwicHJvZmlsZUlkIjoiMTQ4Nzg4OTg4NDc3MzQ1IiwibmV0d29yayI6ImZhY2Vib29rIn0=/overview,,,148788988477345_1359412332881854,facebook,post,link,Brand's content,British holidaymakers the focus of UK evacuation plans from Gulf | The National,,https://www.facebook.com/TheNationalNews,148788988477345,The National,"Five flights from the UAE to the UK are scheduled on Tuesday, while most Gulf services remain cancelled",https://www.thenationalnews.com/news/uk/2026/03/03/british-holidaymakers-the-focus-of-uk-evacuation-plans-from-gulf/?utm_term=Autofeed&utm_medium=Social&utm_source=Facebook#Echobox=1772538272,https://www.facebook.com/148788988477345_1359412332881854,,9,,0.003975771,D,,no sentiment,0,0%,1,100%,0,0%,8,,1,,,0,,FALSE,FALSE,,,104,organic,6,1,1,0,0,0,,,,,7089,0,7089,9791,0,9791,1.06%,1.47%,,,11,8,10,1,,,93,,52,41,9791,,8,1,1,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
03/03/2026,UTC +00:00,The National News,https://www.linkedin.com/company/thenationalnews,321992,535663,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6InVybjpsaTpzaGFyZTo3NDM0NTc0MzMyNTczNjQ2ODQ4IiwicHJvZmlsZUlkIjoidXJuOmxpOm9yZ2FuaXphdGlvbjo1MzU2NjMiLCJuZXR3b3JrIjoibGlua2VkaW4ifQ==/overview,,,7434574332573646848,linkedin,post,photo,Brand's content,,,https://www.linkedin.com/company/thenationalnews,535663,The National News,"The UAE has the right to self-defence in response to attacks to protect its sovereignty and its citizens, residents and visitors, Reem Al Hashimy, Minister of State for International Co-operation, said.At a media briefing on Tuesday, she restated the country’s position that it will not allow its airspace or territory to be used in any attack against Iran, yet it was targeted by Tehran.Ms Al Hashimy said the UAE believes there is no military solution to current hostilities, and warned that further escalation would harm the region.",,https://www.linkedin.com/feed/update/urn:li:share:7434574332573646848/,,155,,0.481378419,,,negative,0,0%,5,63%,3,38%,150,150,5,,5,8,,,,,,1338,,,,,,,,,,,,,,,30205,,30205,4.43%,,,,,150,,,,,1175,,,,,,,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,0
03/03/2026,UTC +04:00,The National,https://www.facebook.com/TheNationalNews,2263712,148788988477345,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjE0ODc4ODk4ODQ3NzM0NV8xMzU5NDEzMTIyODgxNzc1IiwicHJvZmlsZUlkIjoiMTQ4Nzg4OTg4NDc3MzQ1IiwibmV0d29yayI6ImZhY2Vib29rIn0=/overview,,,148788988477345_1359413122881775,facebook,post,photo,Brand's content,,"The UAE has the right to self-defence in response to attacks to protect its sovereignty and its citizens, residents and visitors, Reem Al Hashimy, Minister of State for International Co-operation, said.At a media briefing on Tuesday, she restated the country’s position that it will not allow its airspace or territory to be used in any attack against Iran, yet it was targeted by Tehran.Ms Al Hashimy said the UAE believes there is no military solution to current hostilities, and warned that further escalation would harm the region.",https://www.facebook.com/TheNationalNews,148788988477345,The National,"The UAE has the right to self-defence in response to attacks to protect its sovereignty and its citizens, residents and visitors, Reem Al Hashimy, Minister of State for International Co-operation, said.At a media briefing on Tuesday, she restated the country’s position that it will not allow its airspace or territory to be used in any attack against Iran, yet it was targeted by Tehran.Ms Al Hashimy said the UAE believes there is no military solution to current hostilities, and warned that further escalation would harm the region.",,https://www.facebook.com/148788988477345_1359413122881775,,1665,,0.735517592,A,,negative,28,22%,57,44%,45,35%,1457,,131,,,77,,FALSE,FALSE,,,13077,organic,1037,131,281,1,2,5,,,,,165506,0,165506,258586,0,258586,5.06%,7.90%,,,1743,1457,1527,131,85,,11326,2821,,8505,258586,,1100,135,290,3,2,5,1535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
03/03/2026,UTC +04:00,The National News,https://www.instagram.com/thenationalnews.com,658621,17841400442478033,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjE3ODc2OTg4NTA3NTI3NTc0IiwicHJvZmlsZUlkIjoiMTc4NDE0MDA0NDI0NzgwMzMiLCJuZXR3b3JrIjoiaW5zdGFncmFtIn0=/overview,,,17876988507527574,instagram,post,photo,Brand's content,,,https://www.instagram.com/thenationalnews.com,17841400442478033,The National News,"The UAE has the right to self-defence in response to attacks to protect its sovereignty and its citizens, residents and visitors, Reem Al Hashimy, Minister of State for International Co-operation, said.At a media briefing on Tuesday, she restated the country’s position that it will not allow its airspace or territory to be used in any attack against Iran, yet it was targeted by Tehran.Ms Al Hashimy said the UAE believes there is no military solution to current hostilities, and warned that further escalation would harm the region.",,https://www.instagram.com/p/DVbBOJJDSZg/,2039,2039,3.0958624,3.0958624,A,,negative,10,23%,22,50%,12,27%,1923,1923,116,,116,443,,,,,103,2602,,,,,,,,,,,,92373,,92373,161552,,161552,1.61%,2.82%,,,,1923,,,,,,,,,161552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
03/03/2026,UTC +04:00,The National,https://twitter.com/TheNationalNews,1050896,20583993,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjIwMjg4MDg3NTI4OTY2NDMxODgiLCJwcm9maWxlSWQiOiIyMDU4Mzk5MyIsIm5ldHdvcmsiOiJ0d2l0dGVyIn0=/overview,20583993,,2028808752896643188,twitter,post,photo,Brand's content,,,https://twitter.com/TheNationalNews,20583993,The National,"The UAE has the right to self-defence in response to attacks to protect its sovereignty and its citizens, residents and visitors, Reem Al Hashimy, Minister of State for International Co-operation, said.At a media briefing on Tuesday, she restated the country’s position that it https://t.co/78HgESUUFw",,https://twitter.com/20583993/status/2028808752896643188,,243,,0.2312313,,,negative,0,0%,3,50%,3,50%,199,,6,,,38,,,,,,1061,,,,,,,,,,,,,,,19496,,19496,5.44%,,,,,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
03/03/2026,UTC +04:00,The National,https://twitter.com/TheNationalNews,1050896,20583993,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjIwMjg4MDg3Njk3MjgzMzU5MzciLCJwcm9maWxlSWQiOiIyMDU4Mzk5MyIsIm5ldHdvcmsiOiJ0d2l0dGVyIn0=/overview,20583993,,2028808769728335937,twitter,reply,link,Brand's content,,,https://twitter.com/TheNationalNews,20583993,The National,https://t.co/fqf7nWdN1l,,https://twitter.com/20583993/status/2028808769728335937,,2,,0.0019031,,,,,,,,,,2,,0,,,0,,,,,,42,,,,,,,,,,,,,,,1633,,1633,2.57%,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
03/03/2026,UTC +04:00,The National,https://twitter.com/TheNationalNews,1050907,20583993,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjIwMjg4MTEwNzY3MjUyNzY2ODciLCJwcm9maWxlSWQiOiIyMDU4Mzk5MyIsIm5ldHdvcmsiOiJ0d2l0dGVyIn0=/overview,20583993,,2028811076725276687,twitter,post,link,Brand's content,,,https://twitter.com/TheNationalNews,20583993,The National,President Sheikh Mohamed receives calls from global leaders after Iranian strikes https://t.co/teZRfI4wAh,,https://twitter.com/20583993/status/2028811076725276687,,48,,0.0456748,,,no sentiment,0,0%,1,100%,0,0%,42,,1,,,5,,,,,,200,,,,,,,,,,,,,,,3964,,3964,5.05%,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
03/03/2026,UTC +04:00,The National News,https://www.youtube.com/channel/UCGYf0VFdlSTzcJghW9z1DAA,717000,UCGYf0VFdlSTzcJghW9z1DAA,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6ImxDQXlBSVhPYWYwIiwicHJvZmlsZUlkIjoiVUNHWWYwVkZkbFNUemNKZ2hXOXoxREFBIiwibmV0d29yayI6InlvdXR1YmUifQ==/overview,,,lCAyAIXOaf0,youtube,post,video,Brand's content,Live Q&A - Iran war: week 2,,https://www.youtube.com/channel/UCGYf0VFdlSTzcJghW9z1DAA,UCGYf0VFdlSTzcJghW9z1DAA,The National News,Join us for the latest developments and put your questions to our correspondentsacross the region.,,https://www.youtube.com/watch?v=lCAyAIXOaf0,,0,,0,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
03/03/2026,UTC +04:00,The National News,https://www.youtube.com/channel/UCGYf0VFdlSTzcJghW9z1DAA,717000,UCGYf0VFdlSTzcJghW9z1DAA,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IldXVXAzM3dBN29vIiwicHJvZmlsZUlkIjoiVUNHWWYwVkZkbFNUemNKZ2hXOXoxREFBIiwibmV0d29yayI6InlvdXR1YmUifQ==/overview,,,WWUp33wA7oo,youtube,post,video,Brand's content,"Members of UAE government hold briefing amid US, Israel, Iran conflict",,https://www.youtube.com/channel/UCGYf0VFdlSTzcJghW9z1DAA,UCGYf0VFdlSTzcJghW9z1DAA,The National News,"Representatives from the Government of the UAE, including the Ministry of Defense, Ministry of Foreign Affairs, Ministry of Economy, and the National Emergency Crisis and Disaster Management Authority hold a briefing.",,https://www.youtube.com/watch?v=WWUp33wA7oo,,32,,0.0446304,,,,,,,,,,32,,0,,,,,,,,,143,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,2247,13290,29862630,,,,,,,,,,,,,,,,,,,,,2.588440216,59,,,,,,,,13288,0,32,3,108,143,1,43,772860,,,,,13290
03/03/2026,UTC +04:00,The National,https://www.facebook.com/TheNationalNews,2263712,148788988477345,https://app.emplifi.io/1154579/content/feed/detail/eyJpZCI6IjE0ODc4ODk4ODQ3NzM0NV8xMzU5NDI2NTE2MjEzNzY5IiwicHJvZmlsZUlkIjoiMTQ4Nzg4OTg4NDc3MzQ1IiwibmV0d29yayI6ImZhY2Vib29rIn0=/overview,,,148788988477345_1359426516213769,facebook,post,photo,Brand's content,,"The UAE’s food security system is ‘a red line’, Abdulla bin Touq, Minister of Economy and Tourism, said at a media briefing on Tuesday.‘Essential goods are readily available, with the ability to secure alternative markets if necessary,’ he said, adding that authorities are strictly monitoring markets to prevent unfair price increases.He urged residents to ‘buy according to needs and not to exaggerate in over-buying’ and cautioned against panic buying, which could lead to price rises.The minister also announced that 80 flights a day will operate during the current phase.",https://www.facebook.com/TheNationalNews,148788988477345,The National,"The UAE’s food security system is ‘a red line’, Abdulla bin Touq, Minister of Economy and Tourism, said at a media briefing on Tuesday.‘Essential goods are readily available, with the ability to secure alternative markets if necessary,’ he said, adding that authorities are strictly monitoring markets to prevent unfair price increases.He urged residents to ‘buy according to needs and not to exaggerate in over-buying’ and cautioned against panic buying, which could lead to price rises.The minister also announced that 80 flights a day will operate during the current phase.",,https://www.facebook.com/148788988477345_1359426516213769,,2476,,1.093778714,A,,positive,23,40%,14,24%,21,36%,2246,,59,,,171,,FALSE,FALSE,,,14573,organic,1820,405,17,1,1,2,,,,,233963,0,233963,369070,0,369070,3.95%,6.23%,,,2599,2246,2368,59,172,,11970,3390,,8580,369070,,1911,437,20,1,1,2,2372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
